NomeInstituicao,Saldo
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA DE PAPÉIS SUDESTE LTDA . - CREDESTE,1117.0
SERVNET INSTITUIÇÃO DE PAGAMENTO LTDA.,1116.0
CREDISIS/CREDISUL COOPERATIVA DE CRÉDITO,1095.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO MAUÁ E EMPRESAS COLIGADAS LTDA. - COOPMAUÁ,1084.0
BANCO XCMG BRASIL S.A.,1067.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC,1065.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL,1064.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO - COOPERMEL,1062.0
SOCRED S.A. - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE,1039.0
"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS CARREIRAS DO MINISTÉRIO PÚBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL - SICREDI MP RS",1031.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO,1024.0
"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEP, SESI, SENAI, IEL E DO CONDOMÍNIO EDIFÍCIO AGOSTINHO VELLOSO DA SILVEIRA (CEAVS  - CREDFISP LTDA.",953.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON,942.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA,921.0
COOPERATIVA DE CRÉDITO DE ITAPETININGA - SICOOB CRED-ACI,907.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOLIMODE ROUPAS E EMPRESAS COLIGADAS LTDA,903.0
DOCK INSTITUIÇÃO DE PAGAMENTO S.A.,903.0
"COMPREV - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",885.0
"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS",874.0
"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA., LTDA.",869.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL,854.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE VOTORANTIM,850.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PRODAM/SP - CREDIPRODAM,834.0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO,833.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIFI - CREDIUNIFI,807.0
ECONOMISA COMPANHIA HIPOTECÁRIA.,800.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ,799.0
"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS",785.0
BANCO GUANABARA S.A.,771.0
CREDIFIT SOCIEDADE DE CRÉDITO DIRETO S.A.,765.0
COOPERATIVA E ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA. - CREDISIS/CREDIPLAN,765.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR,751.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE KYN COMÉRCIO VAREJISTA E ATACADISTA - COOPER KYN,746.0
ZIPDIN SOLUÇÕES DIGITAIS SOCIEDADE DE CRÉDITO DIRETO S/A,745.0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO - COOPERALESP,737.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOYSON SAFETY SYSTEMS - COOPERJSS,725.0
"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI",721.0
LEASEPLAN ARRENDAMENTO MERCANTIL S.A.,719.0
SICOOB UNISP - COOPERATIVA DE CRÉDITO,708.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO PODER JUDICIÁRIO E SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - SPCRED,698.0
EAGLE SOCIEDADE DE CRÉDITO DIRETO S.A.,693.0
BONUSPAGO SOCIEDADE DE CRÉDITO DIRETO S.A.,690.0
"COOPSEBRAE - COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DO SEBRAE/PB, SEBRAE/RN, SESC/PB, SENAC/PB E SENAR/PB",686.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED,677.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP,666.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRAÇÃO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPSERVIDOR ES,662.0
"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO",646.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES EM CONSELHOS DE FISCALIZACAO PROFISSIONAL NO MUNICIPIO DO RIO DE JANEIRO LTDA.,635.0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPO INDORAMA NO BRASIL,629.0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL,628.0
SOCIALCRED S/A - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE,604.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PARAMOUNT,595.0
"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA CBA ITAPISSUMA E EMPREGADOS DE EMPRESAS PRESTADORA DE SERVIÇOS INDUSTRIAIS, NO ESTADO DE PERNAMBUCO - CREDCOOPE",593.0
COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL,576.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS DE PORTO ALEGRE E GRANDE PORTO ALEGRE,575.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA,570.0
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.,567.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES DO GRUPO EMPRESARIAL ITATIAIA LTDA. - COOPERITA,562.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS - COOPER AVIBRAS,559.0
"COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA PERPART, DO IPA E DA ADAGRO - COOPEMATER",541.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA,530.0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE MANAUS - SICOOB CREDEMPRESAS-AM,530.0
SOCIETE GENERALE,529.0
COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS TRABALHADORES NAS EMPRESAS DE TECNOLOGIA E INFORMÁTICA DE BELO HORIZONTE E CIDADES LIMÍTROFES LTDA - COOPERINFOR,509.0
COOPSERJ - COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO DO ESTADO DO RIO DE JANEIRO LTDA.,506.0
CSILATINA ARRENDAMENTO MERCANTIL S.A.,492.0
VIA CAPITAL - SOCIEDADE DE CRÉDITO DIRETO S/A,485.0
CREDJUST - COOPERATIVA DE CRÉDITO MÚTUO DOS INTEGRANTES DA JUSTIÇA DO TRABALHO DA 13- REGIÃO LTDA.,480.0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES PÚBLICOS NO ESPÍRITO SANTO - CREDFEDERAL,471.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI,454.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA,454.0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO NEFFA E DEMAIS ESTABELECIMENTOS DO SETOR DE ALIMENTOS DA GRANDE VITÓRIA.,444.0
"PLANTAE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",439.0
GLOBAL FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,436.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DO BRASIL - COCRESGO LTDA.,435.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO ARTHUR BERNARDES LTDA. - COOFAB,426.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA COOPEDER LTDA - COOPCREDER,425.0
"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS NAS INDUSTRIAS QUIMICAS, FARMACEUTICAS E SIMILARES DA REGIAO METROPOLITANA DO RIO DE JANEIRO LTDA",417.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP,402.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA FMC LTDA,401.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS,397.0
COOPERATIVA DE CRÉDITO DE SERVIDORES DA UESC - UESCOOP,394.0
UBS (BRASIL),385.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO DA REGIÃO CENTRO-OESTE PAULISTA - CREDMIL,379.0
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ,378.0
FINANCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.,371.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PROLEC GE BRASIL TRANSMISSÃO DE ENERGIA S.A.,364.0
COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ,358.0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI,330.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL,329.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED,320.0
COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA E DEMAIS PRODUTORES RURAIS DO CENTRO DO ESTADO DE SAO PAULO - CREDICENTRO,291.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ,289.0
HSCM - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,274.0
HR SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,274.0
COOPERATIVA DE CRÉDITO RURAL - CREDICANA,273.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.,269.0
CREDISIS COOPESA - COOPERATIVA DE ECONOMIA E CRÉDITO,268.0
BANCO TRICURY S.A.,265.0
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG,262.0
COOPERATIVA DE CRÉDITO DOS SERVIDORES DO MUNICIPIO DE SANTO ANDRÉ - SP - CECRESA,256.0
COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PUBLICAS E PRIVADAS NO TERRITÓRIO NACIONAL - CREDBRASIL,253.0
AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM,242.0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA,241.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO COLEGIO SANTO INACIO - COESI,237.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO COLEGIO PEDRO II,233.0
PALMA SOCIEDADE DE CRÉDITO DIRETO S.A.,232.0
GERU SOCIEDADE DE CRÉDITO DIRETO S.A.,232.0
FIDÚCIA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LIMITADA.,218.0
DEUTSCHE BANK S.A. - BANCO ALEMAO,215.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANEPAR - CREDISANEPAR,211.0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO,203.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.,202.0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED,200.0
QUEROCRED SOCIEDADE DE CRÉDITO DIRETO S.A.,192.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SEBRAE BAHIA LTDA.,191.0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV,191.0
INCO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.,190.0
"COBUCCIO S/A - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",190.0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA,181.0
COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI,181.0
OURIBANK S.A. BANCO MÚLTIPLO,181.0
BARU SOCIEDADE DE CRÉDITO DIRETO S/A,174.0
REPOM INSTITUIÇÃO DE PAGAMENTO HUSA S.A.,166.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE JUIZ DE FORA LTDA. - COCBAN,163.0
PERCAPITAL SOCIEDADE DE CRÉDITO DIRETO S.A.,163.0
KONECT SOCIEDADE DE CRÉDITO DIRETO S/A,162.0
BANCO HSBC S.A.,153.0
ATLANTA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA,152.0
BANCO CARGILL S.A.,145.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA. - COOPEB,136.0
CAIXA GERAL,135.0
BANCO IBM S.A.,134.0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP,134.0
FATORI SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,127.0
JP MORGAN CHASE,125.0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS,124.0
TULLETT PREBON BRASIL,123.0
VOITER,123.0
CORPORE SOCIEDADE DE CRÉDITO DIRETO S.A.,119.0
BANCO MIZUHO DO BRASIL S.A.,119.0
ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A.,117.0
MONETARIE SOCIEDADE DE CRÉDITO DIRETO S.A.,116.0
OPPENS SOCIEDADE DE EMPRESTIMO ENTRE PESSOAS S.A,115.0
BOFA MERRILL LYNCH,114.0
HBI SOCIEDADE DE CRÉDITO DIRETO S/A.,104.0
BANCO INDUSCRED DE INVESTIMENTO S.A.,102.0
HUB INSTITUIÇÃO DE PAGAMENTO S.A.,99.0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.,99.0
CASA DO CRÉDITO S.A. SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR,97.0
COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC,96.0
DELCRED SOCIEDADE DE CRÉDITO DIRETO S.A.,95.0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO,92.0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED,92.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO BANESPA DE BOTUCATU E CIDADES LIMÍTROFES,92.0
SOLFÁCIL SOCIEDADE DE CRÉDITO DIRETO S.A.,91.0
PAGOL SOCIEDADE DE CRÉDITO DIRETO S.A.,90.0
FIDO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.,85.0
MH SOCIEDADE DE CRÉDITO DIRETO S.A.,81.0
"ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO",79.0
BANCO MUFG BRASIL S.A.,76.0
BANCO CRÉDIT AGRICOLE BRASIL S.A.,76.0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS,74.0
CREDILON SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR DA REGIÃO DE LONDRINA LTDA.,72.0
ISSUER INSTITUICAO DE PAGAMENTO LTDA.,69.0
CONFIDENCE,68.0
ATICCA - SOCIEDADE DE CRÉDITO DIRETO S.A.,64.0
HR DIGITAL - SOCIEDADE DE CRÉDITO DIRETO S/A,61.0
BNK DIGITAL SOCIEDADE DE CRÉDITO DIRETO S.A.,61.0
BANCO DA CHINA BRASIL S.A.,58.0
ALL IN CRED SOCIEDADE DE CREDITO DIRETO S.A.,58.0
BANCO WOORI BANK DO BRASIL S.A.,57.0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA,56.0
INTEGRAÇÃO DE CRÉDITO E COBRANÇA SOCIEDADE DE CRÉDITO DIRETO S.A.,51.0
BEZZ SOCIEDADE DE CRÉDITO DIRETO S.A.,51.0
BANCO PORTO REAL DE INVESTIMENTOS S.A,45.0
KIKAI SOCIEDADE DE CRÉDITO DIRETO S.A.,44.0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE,39.0
SETHI SOCIEDADE DE CRÉDITO DIRETO S.A.,38.0
BANCO KEB HANA DO BRASIL S.A.,36.0
"COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS, DISTRITO FEDERAL E TOCANTINS LTDA. - SICOOB NOVA CENTRAL",35.0
BANCO DE LA NACION ARGENTINA,35.0
PÓLOCRED   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,34.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.,33.0
"DIRECAO S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO",32.0
MAGNUM SOCIEDADE DE CRÉDITO DIRETO S.A.,30.0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE SOROCABA E REGIÃO,28.0
CREDIMÓVEL SOCIEDADE DE CRÉDITO DIRETO S.A.,28.0
ASA SOCIEDADE DE CRÉDITO DIRETO S.A.,24.0
COOPERATIVA CENTRAL DE CRÉDITO - AILOS,24.0
ASAAS SOCIEDADE DE CREDITO DIRETO S.A.,23.0
BR PARTNERS BANCO DE INVESTIMENTO S.A.,22.0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.,21.0
HAITONG,20.0
"CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON",19.0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP,19.0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES,18.0
"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORDESTE - CENTRAL SICREDI NORDESTE",18.0
BANCO KDB DO BRASIL S.A.,18.0
COOPERATIVA CENTRAL DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL BRASIL,18.0
BIZCAPITAL SOCIEDADE DE CRÉDITO DIRETO S.A.,17.0
UNAVANTI SOCIEDADE DE CRÉDITO DIRETO S/A,17.0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER,16.0
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO,15.0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS,14.0
BANCO CEDULA S.A.,12.0
PROVU SOCIEDADE DE CRÉDITO DIRETO S.A.,11.0
PLANNER,10.0
FISERV SOCIEDADE DE CRÉDITO DIRETO S.A.,9.0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL SICOPER,8.0
LISTO SOCIEDADE DE CREDITO DIRETO S.A.,7.0
BANCO DE LA PROVINCIA DE BUENOS AIRES,7.0
STARCRED SOCIEDADE DE CRÉDITO DIRETO S.A.,7.0
TRINUS,6.0
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA,6.0
SCOTIABANK,6.0
BRCONDOS SOCIEDADE DE CRÉDITO DIRETO S.A.,6.0
RV2 SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.,6.0
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA - CRESOL CONFEDERAÇÃO,6.0
BANCO FATOR S.A.,5.0
NIXFIN SOCIEDADE DE CRÉDITO DIRETO S.A.,5.0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE,5.0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE,5.0
FINAZO SOCIEDADE DE CRÉDITO DIRETO S.A.,4.0
GOLDMAN SACHS,4.0
SOCIAL BANK BANCO MÚLTIPLO S/A,4.0
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM,3.0
CODEPE,3.0
BANQI INSTITUICAO DE PAGAMENTO LTDA.,3.0
CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.,3.0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO,3.0
FAMÍLIA PAULISTA COMPANHIA HIPOTECÁRIA,3.0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO SICOOB UNIMAIS RIO LTDA.,3.0
DANK SOCIEDADE DE CRÉDITO DIRETO S.A.,2.0
CREDI-SHOP - SOCIEDADE DE CRÉDITO DIRETO S.A.,2.0
"STONE SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",2.0
NVIO BRASIL SOCIEDADE DE CRÉDITO DIRETO S.A.,2.0
"MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.",2.0
BAMAQ CAPITAL - SOCIEDADE DE CRÉDITO DIRETO S/A,2.0
BLU SOCIEDADE DE CRÉDITO DIRETO S.A.,1.0
A55 SOCIEDADE DE CRÉDITO DIRETO S.A.,1.0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL NORDESTE EM LIQUIDAÇÃO,1.0
SER FINANCE SOCIEDADE DE CRÉDITO DIRETO S.A.,1.0
321 SOCIEDADE DE CRÉDITO DIRETO S.A.,1.0
